country_name,country,year,gdp
Iceland,ISL,1960,248434097.0
Israel,ISR,1960,2598500000.0
Italy,ITA,1960,40385288344.0
Jamaica,JAM,1960,699050679.0
Jordan,JOR,1960,
Japan,JPN,1960,44307342950.0
Kazakhstan,KAZ,1960,
Kenya,KEN,1960,791265458.8
Kyrgyz Republic,KGZ,1960,
Cambodia,KHM,1960,637142865.7
Kiribati,KIR,1960,
St. Kitts and Nevis,KNA,1960,12366563.61
"Korea, Rep.",KOR,1960,3957240261.0
Kuwait,KWT,1960,
Latin America & Caribbean (excluding high income),LAC,1960,73151522198.0
Lao PDR,LAO,1960,
Lebanon,LBN,1960,
Liberia,LBR,1960,
Libya,LBY,1960,
St. Lucia,LCA,1960,
Latin America & Caribbean,LCN,1960,81613512173.0
Least developed countries: UN classification,LDC,1960,
Low income,LIC,1960,
Liechtenstein,LIE,1960,
Sri Lanka,LKA,1960,1409873950.0
Lower middle income,LMC,1960,
Low & middle income,LMY,1960,331000000000.0
Lesotho,LSO,1960,34579308.41
Late-demographic dividend,LTE,1960,186000000000.0
Lithuania,LTU,1960,
Luxembourg,LUX,1960,703925705.9
Latvia,LVA,1960,
"Macao SAR, China",MAC,1960,
St. Martin (French part),MAF,1960,
Morocco,MAR,1960,2037150716.0
Monaco,MCO,1960,
Moldova,MDA,1960,
Madagascar,MDG,1960,673081724.1
Maldives,MDV,1960,
Middle East & North Africa,MEA,1960,
Mexico,MEX,1960,13040000000.0
Marshall Islands,MHL,1960,
Middle income,MIC,1960,317000000000.0
North Macedonia,MKD,1960,
Mali,MLI,1960,
Malta,MLT,1960,
Myanmar,MMR,1960,
Middle East & North Africa (excluding high income),MNA,1960,
Montenegro,MNE,1960,
Mongolia,MNG,1960,
Northern Mariana Islands,MNP,1960,
Mozambique,MOZ,1960,
Mauritania,MRT,1960,92609243.69
Mauritius,MUS,1960,
Malawi,MWI,1960,162956740.9
Malaysia,MYS,1960,1916241997.0
North America,NAC,1960,584000000000.0
Namibia,NAM,1960,
New Caledonia,NCL,1960,
Niger,NER,1960,449526872.6
Nigeria,NGA,1960,4196092258.0
Nicaragua,NIC,1960,223854666.7
Netherlands,NLD,1960,12276734172.0
Norway,NOR,1960,5163271598.0
Nepal,NPL,1960,508334414.0
Nauru,NRU,1960,
New Zealand,NZL,1960,5485854792.0
OECD members,OED,1960,1070000000000.0
Oman,OMN,1960,
Other small states,OSS,1960,
Pakistan,PAK,1960,3707055901.0
Panama,PAN,1960,537147100.0
Peru,PER,1960,2571908062.0
Philippines,PHL,1960,6684568805.0
Palau,PLW,1960,
Papua New Guinea,PNG,1960,230496033.0
Poland,POL,1960,
Pre-demographic dividend,PRE,1960,11137268191.0
Puerto Rico,PRI,1960,1691900000.0
"Korea, Dem. People?s Rep.",PRK,1960,
Portugal,PRT,1960,3193200404.0
Paraguay,PRY,1960,
West Bank and Gaza,PSE,1960,
Pacific island small states,PSS,1960,
Post-demographic dividend,PST,1960,1040000000000.0
French Polynesia,PYF,1960,
Qatar,QAT,1960,
Romania,ROU,1960,
Russian Federation,RUS,1960,
Rwanda,RWA,1960,119000024.0
South Asia,SAS,1960,47133397363.0
Saudi Arabia,SAU,1960,
Sudan,SDN,1960,1307333333.0
Senegal,SEN,1960,1003692375.0
Singapore,SGP,1960,704756304.7
Solomon Islands,SLB,1960,
Sierra Leone,SLE,1960,322009471.6
El Salvador,SLV,1960,
San Marino,SMR,1960,
Somalia,SOM,1960,180459936.8
Serbia,SRB,1960,
Sub-Saharan Africa (excluding high income),SSA,1960,29867628363.0
South Sudan,SSD,1960,
Sub-Saharan Africa,SSF,1960,29878659986.0
Small states,SST,1960,
Sao Tome and Principe,STP,1960,
Suriname,SUR,1960,99650000.0
Slovak Republic,SVK,1960,
Slovenia,SVN,1960,
Sweden,SWE,1960,15822585034.0
Eswatini,SWZ,1960,35076158.48
Sint Maarten (Dutch part),SXM,1960,
Seychelles,SYC,1960,12012025.25
Syrian Arab Republic,SYR,1960,857704431.7
Turks and Caicos Islands,TCA,1960,
Chad,TCD,1960,313582727.6
East Asia & Pacific (IDA & IBRD countries),TEA,1960,80089105709.0
Europe & Central Asia (IDA & IBRD countries),TEC,1960,
Togo,TGO,1960,121128073.1
Thailand,THA,1960,2760747472.0
Tajikistan,TJK,1960,
Turkmenistan,TKM,1960,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1960,76702300593.0
Timor-Leste,TLS,1960,
Middle East & North Africa (IDA & IBRD countries),TMN,1960,
Tonga,TON,1960,
South Asia (IDA & IBRD),TSA,1960,47133397363.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1960,29878659986.0
Trinidad and Tobago,TTO,1960,535670127.7
Tunisia,TUN,1960,
Turkey,TUR,1960,13995067818.0
Tuvalu,TUV,1960,
Tanzania,TZA,1960,
Uganda,UGA,1960,423008385.7
Ukraine,UKR,1960,
Upper middle income,UMC,1960,229000000000.0
Uruguay,URY,1960,1242289239.0
United States,USA,1960,543000000000.0
Uzbekistan,UZB,1960,
St. Vincent and the Grenadines,VCT,1960,13066557.78
"Venezuela, RB",VEN,1960,7779090909.0
British Virgin Islands,VGB,1960,
Virgin Islands (U.S.),VIR,1960,
Vietnam,VNM,1960,
Vanuatu,VUT,1960,
World,WLD,1960,1370000000000.0
Samoa,WSM,1960,
Kosovo,XKX,1960,
"Yemen, Rep.",YEM,1960,
South Africa,ZAF,1960,7575396973.0
Zambia,ZMB,1960,713000000.0
Zimbabwe,ZWE,1960,1052990400.0
Aruba,ABW,1961,
Afghanistan,AFG,1961,548888895.6
Angola,AGO,1961,
Albania,ALB,1961,
Andorra,AND,1961,
Arab World,ARB,1961,
United Arab Emirates,ARE,1961,
Argentina,ARG,1961,
Armenia,ARM,1961,
American Samoa,ASM,1961,
Antigua and Barbuda,ATG,1961,
Australia,AUS,1961,19652816665.0
Austria,AUT,1961,7311749633.0
Azerbaijan,AZE,1961,
Burundi,BDI,1961,202999992.0
Belgium,BEL,1961,12400145222.0
Benin,BEN,1961,235668222.4
Burkina Faso,BFA,1961,350247237.1
Bangladesh,BGD,1961,4817580184.0
Bulgaria,BGR,1961,
Bahrain,BHR,1961,
"Bahamas, The",BHS,1961,190098039.2
Bosnia and Herzegovina,BIH,1961,
Belarus,BLR,1961,
Belize,BLZ,1961,29964370.71
Bermuda,BMU,1961,89249986.7
Bolivia,BOL,1961,406684585.7
Brazil,BRA,1961,15236854859.0
Barbados,BRB,1961,
Brunei Darussalam,BRN,1961,
Bhutan,BTN,1961,
Botswana,BWA,1961,32902336.64
Central African Republic,CAF,1961,123134584.5
Canada,CAN,1961,40934952064.0
Central Europe and the Baltics,CEB,1961,
Switzerland,CHE,1961,10712712465.0
Channel Islands,CHI,1961,
Chile,CHL,1961,4609727273.0
China,CHN,1961,50056868958.0
Cote d'Ivoire,CIV,1961,618245639.2
Cameroon,CMR,1961,657597382.8
"Congo, Dem. Rep.",COD,1961,3086746857.0
"Congo, Rep.",COG,1961,151675739.2
Colombia,COL,1961,4540447761.0
Comoros,COM,1961,
Cabo Verde,CPV,1961,
Costa Rica,CRI,1961,490325181.6
Caribbean small states,CSS,1961,2033050129.0
Cuba,CUB,1961,
Curacao,CUW,1961,
Cayman Islands,CYM,1961,
Cyprus,CYP,1961,
Czech Republic,CZE,1961,
Germany,DEU,1961,
Djibouti,DJI,1961,
Dominica,DMA,1961,
Denmark,DNK,1961,
Dominican Republic,DOM,1961,654100200.0
Algeria,DZA,1961,2434776646.0
East Asia & Pacific (excluding high income),EAP,1961,70449585728.0
Early-demographic dividend,EAR,1961,153000000000.0
East Asia & Pacific,EAS,1961,154000000000.0
Europe & Central Asia (excluding high income),ECA,1961,
Europe & Central Asia,ECS,1961,
Ecuador,ECU,1961,1753850417.0
"Egypt, Arab Rep.",EGY,1961,
Euro area,EMU,1961,269000000000.0
Eritrea,ERI,1961,
Spain,ESP,1961,13834300571.0
Estonia,EST,1961,
Ethiopia,ETH,1961,
European Union,EUU,1961,396000000000.0
Fragile and conflict affected situations,FCS,1961,
Finland,FIN,1961,5921659485.0
Fiji,FJI,1961,116987784.9
France,FRA,1961,67461644222.0
Faroe Islands,FRO,1961,
"Micronesia, Fed. Sts.",FSM,1961,
Gabon,GAB,1961,167637907.4
United Kingdom,GBR,1961,77741965703.0
Georgia,GEO,1961,
Ghana,GHA,1961,1302674264.0
Gibraltar,GIB,1961,
Guinea,GIN,1961,
"Gambia, The",GMB,1961,
Guinea-Bissau,GNB,1961,
Equatorial Guinea,GNQ,1961,
Greece,GRC,1961,4961400439.0
Grenada,GRD,1961,
Greenland,GRL,1961,
Guatemala,GTM,1961,1076699900.0
Guam,GUM,1961,
Guyana,GUY,1961,185848451.3
High income,HIC,1961,1120000000000.0
"Hong Kong SAR, China",HKG,1961,1383681651.0
Honduras,HND,1961,356200000.0
Heavily indebted poor countries (HIPC),HPC,1961,17802236533.0
Croatia,HRV,1961,
Haiti,HTI,1961,271066000.0
Hungary,HUN,1961,
IBRD only,IBD,1961,290000000000.0
IDA & IBRD total,IBT,1961,330000000000.0
IDA total,IDA,1961,40205993651.0
IDA blend,IDB,1961,13116425056.0
Indonesia,IDN,1961,
IDA only,IDX,1961,27988594146.0
Isle of Man,IMN,1961,
India,IND,1961,39232435784.0
Not classified,INX,1961,
Ireland,IRL,1961,2088012282.0
"Iran, Islamic Rep.",IRN,1961,4426949095.0
Iraq,IRQ,1961,1831700364.0
Iceland,ISL,1961,253885656.3
Israel,ISR,1961,3138500000.0
Italy,ITA,1961,44842760293.0
Jamaica,JAM,1961,748028839.4
Jordan,JOR,1961,
Japan,JPN,1961,53508617739.0
Kazakhstan,KAZ,1961,
Kenya,KEN,1961,792959472.1
Kyrgyz Republic,KGZ,1961,
Cambodia,KHM,1961,642857134.3
Kiribati,KIR,1961,
St. Kitts and Nevis,KNA,1961,12483229.31
"Korea, Rep.",KOR,1961,2417638423.0
Kuwait,KWT,1961,
Latin America & Caribbean (excluding high income),LAC,1961,76524296013.0
Lao PDR,LAO,1961,
Lebanon,LBN,1961,
Liberia,LBR,1961,
Libya,LBY,1961,
St. Lucia,LCA,1961,
Latin America & Caribbean,LCN,1961,86410123261.0
Least developed countries: UN classification,LDC,1961,
Low income,LIC,1961,
Liechtenstein,LIE,1961,
Sri Lanka,LKA,1961,1444327731.0
Lower middle income,LMC,1961,
Low & middle income,LMY,1961,318000000000.0
Lesotho,LSO,1961,35699286.01
Late-demographic dividend,LTE,1961,172000000000.0
Lithuania,LTU,1961,
Luxembourg,LUX,1961,704145671.4
Latvia,LVA,1961,
"Macao SAR, China",MAC,1961,
St. Martin (French part),MAF,1961,
Morocco,MAR,1961,2025689537.0
Monaco,MCO,1961,
Moldova,MDA,1961,
Madagascar,MDG,1961,699161943.9
Maldives,MDV,1961,
Middle East & North Africa,MEA,1961,
Mexico,MEX,1961,14160000000.0
Marshall Islands,MHL,1961,
Middle income,MIC,1961,305000000000.0
North Macedonia,MKD,1961,
Mali,MLI,1961,
Malta,MLT,1961,
Myanmar,MMR,1961,
Middle East & North Africa (excluding high income),MNA,1961,
Montenegro,MNE,1961,
Mongolia,MNG,1961,
Northern Mariana Islands,MNP,1961,
Mozambique,MOZ,1961,
Mauritania,MRT,1961,107726205.6
Mauritius,MUS,1961,
Malawi,MWI,1961,174576508.5
Malaysia,MYS,1961,1901868548.0
North America,NAC,1961,604000000000.0
Namibia,NAM,1961,
New Caledonia,NCL,1961,
Niger,NER,1961,485785234.9
Nigeria,NGA,1961,4467200336.0
Nicaragua,NIC,1961,240524723.4
Netherlands,NLD,1961,13493833740.0
Norway,NOR,1961,5632460937.0
Nepal,NPL,1961,531959561.6
Nauru,NRU,1961,
New Zealand,NZL,1961,5670064168.0
OECD members,OED,1961,1130000000000.0
Oman,OMN,1961,
Other small states,OSS,1961,
Pakistan,PAK,1961,4054599181.0
Panama,PAN,1961,599026300.0
Peru,PER,1961,2899654840.0
Philippines,PHL,1961,7256966966.0
Palau,PLW,1961,
Papua New Guinea,PNG,1961,244832035.0
Poland,POL,1961,
Pre-demographic dividend,PRE,1961,11521375675.0
Puerto Rico,PRI,1961,1865100000.0
"Korea, Dem. People?s Rep.",PRK,1961,
Portugal,PRT,1961,3417516639.0
Paraguay,PRY,1961,
West Bank and Gaza,PSE,1961,
Pacific island small states,PSS,1961,
Post-demographic dividend,PST,1961,1100000000000.0
French Polynesia,PYF,1961,
Qatar,QAT,1961,
Romania,ROU,1961,
Russian Federation,RUS,1961,
Rwanda,RWA,1961,122000016.0
South Asia,SAS,1961,50273091966.0
Saudi Arabia,SAU,1961,
Sudan,SDN,1961,1419333333.0
Senegal,SEN,1961,1058975266.0
Singapore,SGP,1961,764634783.7
Solomon Islands,SLB,1961,
Sierra Leone,SLE,1961,327834680.6
El Salvador,SLV,1961,
San Marino,SMR,1961,
Somalia,SOM,1961,191659914.4
Serbia,SRB,1961,
Sub-Saharan Africa (excluding high income),SSA,1961,31048172042.0
South Sudan,SSD,1961,
Sub-Saharan Africa,SSF,1961,31058630404.0
Small states,SST,1961,
Sao Tome and Principe,STP,1961,
Suriname,SUR,1961,107700000.0
Slovak Republic,SVK,1961,
Slovenia,SVN,1961,
Sweden,SWE,1961,17212686615.0
Eswatini,SWZ,1961,43025199.5
Sint Maarten (Dutch part),SXM,1961,
Seychelles,SYC,1961,11592024.36
Syrian Arab Republic,SYR,1961,945244992.2
Turks and Caicos Islands,TCA,1961,
Chad,TCD,1961,333975336.6
East Asia & Pacific (IDA & IBRD countries),TEA,1961,70304349373.0
Europe & Central Asia (IDA & IBRD countries),TEC,1961,
Togo,TGO,1961,126396469.7
Thailand,THA,1961,3034043574.0
Tajikistan,TJK,1961,
Turkmenistan,TKM,1961,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1961,81094144300.0
Timor-Leste,TLS,1961,
Middle East & North Africa (IDA & IBRD countries),TMN,1961,
Tonga,TON,1961,
South Asia (IDA & IBRD),TSA,1961,50273091966.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1961,31058630404.0
Trinidad and Tobago,TTO,1961,584961208.7
Tunisia,TUN,1961,
Turkey,TUR,1961,7988888889.0
Tuvalu,TUV,1961,
Tanzania,TZA,1961,
Uganda,UGA,1961,441524109.0
Ukraine,UKR,1961,
Upper middle income,UMC,1961,209000000000.0
Uruguay,URY,1961,1547388781.0
United States,USA,1961,563000000000.0
Uzbekistan,UZB,1961,
St. Vincent and the Grenadines,VCT,1961,13999883.33
"Venezuela, RB",VEN,1961,8189090909.0
British Virgin Islands,VGB,1961,
Virgin Islands (U.S.),VIR,1961,
Vietnam,VNM,1961,
Vanuatu,VUT,1961,
World,WLD,1961,1430000000000.0
Samoa,WSM,1961,
Kosovo,XKX,1961,
"Yemen, Rep.",YEM,1961,
South Africa,ZAF,1961,7972996814.0
Zambia,ZMB,1961,696285714.3
Zimbabwe,ZWE,1961,1096646600.0
Aruba,ABW,1962,
Afghanistan,AFG,1962,546666677.8
Angola,AGO,1962,
Albania,ALB,1962,
Andorra,AND,1962,
Arab World,ARB,1962,
United Arab Emirates,ARE,1962,
Argentina,ARG,1962,24450604878.0
Armenia,ARM,1962,
American Samoa,ASM,1962,
Antigua and Barbuda,ATG,1962,
Australia,AUS,1962,19892485161.0
Austria,AUT,1962,7756110210.0
Azerbaijan,AZE,1962,
Burundi,BDI,1962,213500006.0
Belgium,BEL,1962,13264015675.0
Benin,BEN,1962,236434906.8
Burkina Faso,BFA,1962,379567178.3
Bangladesh,BGD,1962,5081413340.0
Bulgaria,BGR,1962,
Bahrain,BHR,1962,
"Bahamas, The",BHS,1962,212254902.0
Bosnia and Herzegovina,BIH,1962,
Belarus,BLR,1962,
Belize,BLZ,1962,31856922.86
Bermuda,BMU,1962,94149985.97
Bolivia,BOL,1962,444665186.4
Brazil,BRA,1962,19926293839.0
Barbados,BRB,1962,
Brunei Darussalam,BRN,1962,
Bhutan,BTN,1962,
Botswana,BWA,1962,35643207.63
Central African Republic,CAF,1962,124482748.9
Canada,CAN,1962,42227447632.0
Central Europe and the Baltics,CEB,1962,
Switzerland,CHE,1962,11879982759.0
Channel Islands,CHI,1962,
Chile,CHL,1962,5416272727.0
China,CHN,1962,47209359006.0
Cote d'Ivoire,CIV,1962,645284344.7
Cameroon,CMR,1962,699373701.2
"Congo, Dem. Rep.",COD,1962,3779841429.0
"Congo, Rep.",COG,1962,166521239.9
Colombia,COL,1962,4955543963.0
Comoros,COM,1962,
Cabo Verde,CPV,1962,
Costa Rica,CRI,1962,479180824.3
Caribbean small states,CSS,1962,2148346212.0
Cuba,CUB,1962,
Curacao,CUW,1962,
Cayman Islands,CYM,1962,
Cyprus,CYP,1962,
Czech Republic,CZE,1962,
Germany,DEU,1962,
Djibouti,DJI,1962,
Dominica,DMA,1962,
Denmark,DNK,1962,
Dominican Republic,DOM,1962,824100000.0
Algeria,DZA,1962,2001468868.0
East Asia & Pacific (excluding high income),EAP,1962,64557035180.0
Early-demographic dividend,EAR,1962,159000000000.0
East Asia & Pacific,EAS,1962,157000000000.0
Europe & Central Asia (excluding high income),ECA,1962,
Europe & Central Asia,ECS,1962,
Ecuador,ECU,1962,1518208221.0
"Egypt, Arab Rep.",EGY,1962,
Euro area,EMU,1962,299000000000.0
Eritrea,ERI,1962,
Spain,ESP,1962,16138545209.0
Estonia,EST,1962,
Ethiopia,ETH,1962,
European Union,EUU,1962,432000000000.0
Fragile and conflict affected situations,FCS,1962,
Finland,FIN,1962,6340580854.0
Fiji,FJI,1962,122906435.0
France,FRA,1962,75607529810.0
Faroe Islands,FRO,1962,
"Micronesia, Fed. Sts.",FSM,1962,
Gabon,GAB,1962,182796536.5
United Kingdom,GBR,1962,81247564157.0
Georgia,GEO,1962,
Ghana,GHA,1962,1382515590.0
Gibraltar,GIB,1962,
Guinea,GIN,1962,
"Gambia, The",GMB,1962,
Guinea-Bissau,GNB,1962,
Equatorial Guinea,GNQ,1962,9122751.453
Greece,GRC,1962,5213047711.0
Grenada,GRD,1962,
Greenland,GRL,1962,
Guatemala,GTM,1962,1143600000.0
Guam,GUM,1962,
Guyana,GUY,1962,194948375.4
High income,HIC,1962,1210000000000.0
"Hong Kong SAR, China",HKG,1962,1612346412.0
Honduras,HND,1962,387750000.0
Heavily indebted poor countries (HIPC),HPC,1962,19378081553.0
Croatia,HRV,1962,
Haiti,HTI,1962,281896800.0
Hungary,HUN,1962,
IBRD only,IBD,1962,302000000000.0
IDA & IBRD total,IBT,1962,345000000000.0
IDA total,IDA,1962,43341430345.0
IDA blend,IDB,1962,14016894563.0
Indonesia,IDN,1962,
IDA only,IDX,1962,30317728020.0
Isle of Man,IMN,1962,
India,IND,1962,42161481859.0
Not classified,INX,1962,
Ireland,IRL,1962,2260349684.0
"Iran, Islamic Rep.",IRN,1962,4693566416.0
Iraq,IRQ,1962,1954634836.0
Iceland,ISL,1962,284916516.2
Israel,ISR,1962,2510000000.0
Italy,ITA,1962,50383891899.0
Jamaica,JAM,1962,777712445.8
Jordan,JOR,1962,
Japan,JPN,1962,60723018684.0
Kazakhstan,KAZ,1962,
Kenya,KEN,1962,868111400.0
Kyrgyz Republic,KGZ,1962,
Cambodia,KHM,1962,660000008.6
Kiribati,KIR,1962,
St. Kitts and Nevis,KNA,1962,12541562.15
"Korea, Rep.",KOR,1962,2813856976.0
Kuwait,KWT,1962,
Latin America & Caribbean (excluding high income),LAC,1962,87601060226.0
Lao PDR,LAO,1962,
Lebanon,LBN,1962,
Liberia,LBR,1962,
Libya,LBY,1962,
St. Lucia,LCA,1962,
Latin America & Caribbean,LCN,1962,98841377563.0
Least developed countries: UN classification,LDC,1962,
Low income,LIC,1962,
Liechtenstein,LIE,1962,
Sri Lanka,LKA,1962,1434156379.0
Lower middle income,LMC,1962,
Low & middle income,LMY,1962,332000000000.0
Lesotho,LSO,1962,41859162.82
Late-demographic dividend,LTE,1962,180000000000.0
Lithuania,LTU,1962,
Luxembourg,LUX,1962,741509480.8
Latvia,LVA,1962,
"Macao SAR, China",MAC,1962,
St. Martin (French part),MAF,1962,
Morocco,MAR,1962,2379606422.0
Monaco,MCO,1962,
Moldova,MDA,1962,
Madagascar,MDG,1962,739286906.9
Maldives,MDV,1962,
Middle East & North Africa,MEA,1962,
Mexico,MEX,1962,15200000000.0
Marshall Islands,MHL,1962,
Middle income,MIC,1962,317000000000.0
North Macedonia,MKD,1962,
Mali,MLI,1962,
Malta,MLT,1962,
Myanmar,MMR,1962,
Middle East & North Africa (excluding high income),MNA,1962,
Montenegro,MNE,1962,
Mongolia,MNG,1962,
Northern Mariana Islands,MNP,1962,
Mozambique,MOZ,1962,
Mauritania,MRT,1962,111148610.8
Mauritius,MUS,1962,
Malawi,MWI,1962,183116337.7
Malaysia,MYS,1962,2001502679.0
North America,NAC,1962,647000000000.0
Namibia,NAM,1962,
New Caledonia,NCL,1962,
Niger,NER,1962,531736492.9
Nigeria,NGA,1962,4909302954.0
Nicaragua,NIC,1962,265291588.7
Netherlands,NLD,1962,14647057370.0
Norway,NOR,1962,6066976683.0
Nepal,NPL,1962,574091101.2
Nauru,NRU,1962,
New Zealand,NZL,1962,6077496268.0
OECD members,OED,1962,1220000000000.0
Oman,OMN,1962,
Other small states,OSS,1962,
Pakistan,PAK,1962,4233095590.0
Panama,PAN,1962,652120900.0
Peru,PER,1962,3286773188.0
Philippines,PHL,1962,4399827768.0
Palau,PLW,1962,
Papua New Guinea,PNG,1962,261184037.4
Poland,POL,1962,
Pre-demographic dividend,PRE,1962,12583839875.0
Puerto Rico,PRI,1962,2094400000.0
"Korea, Dem. People?s Rep.",PRK,1962,
Portugal,PRT,1962,3668222358.0
Paraguay,PRY,1962,
West Bank and Gaza,PSE,1962,
Pacific island small states,PSS,1962,
Post-demographic dividend,PST,1962,1190000000000.0
French Polynesia,PYF,1962,
Qatar,QAT,1962,
Romania,ROU,1962,
Russian Federation,RUS,1962,
Rwanda,RWA,1962,125000008.0
South Asia,SAS,1962,53650243891.0
Saudi Arabia,SAU,1962,
Sudan,SDN,1962,1541666667.0
Senegal,SEN,1962,1085475573.0
Singapore,SGP,1962,826244610.0
Solomon Islands,SLB,1962,
Sierra Leone,SLE,1962,342721579.8
El Salvador,SLV,1962,
San Marino,SMR,1962,
Somalia,SOM,1962,203531927.5
Serbia,SRB,1962,
Sub-Saharan Africa (excluding high income),SSA,1962,33641805365.0
South Sudan,SSD,1962,
Sub-Saharan Africa,SSF,1962,33653229477.0
Small states,SST,1962,
Sao Tome and Principe,STP,1962,
Suriname,SUR,1962,116150000.0
Slovak Republic,SVK,1962,
Slovenia,SVN,1962,
Sweden,SWE,1962,18667251380.0
Eswatini,SWZ,1962,45927061.46
Sint Maarten (Dutch part),SXM,1962,
Seychelles,SYC,1962,12642026.57
Syrian Arab Republic,SYR,1962,1110565864.0
Turks and Caicos Islands,TCA,1962,
Chad,TCD,1962,357635713.9
East Asia & Pacific (IDA & IBRD countries),TEA,1962,64423946698.0
Europe & Central Asia (IDA & IBRD countries),TEC,1962,
Togo,TGO,1962,132237441.6
Thailand,THA,1962,3308912797.0
Tajikistan,TJK,1962,
Turkmenistan,TKM,1962,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1962,92821686023.0
Timor-Leste,TLS,1962,
Middle East & North Africa (IDA & IBRD countries),TMN,1962,
Tonga,TON,1962,
South Asia (IDA & IBRD),TSA,1962,53650243891.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1962,33653229477.0
Trinidad and Tobago,TTO,1962,619319197.3
Tunisia,TUN,1962,
Turkey,TUR,1962,8922222222.0
Tuvalu,TUV,1962,
Tanzania,TZA,1962,
Uganda,UGA,1962,449012578.6
Ukraine,UKR,1962,
Upper middle income,UMC,1962,219000000000.0
Uruguay,URY,1962,1710004407.0
United States,USA,1962,605000000000.0
