country_name,country,year,gdp
Senegal,SEN,1961,321.36143460000005
Singapore,SGP,1961,449.15107130000007
Solomon Islands,SLB,1961,
Sierra Leone,SLE,1961,139.3639845
El Salvador,SLV,1961,
San Marino,SMR,1961,
Somalia,SOM,1961,68.10656638
Serbia,SRB,1961,
Sub-Saharan Africa (excluding high income),SSA,1961,133.5266559
South Sudan,SSD,1961,
Sub-Saharan Africa,SSF,1961,133.54700079999998
Small states,SST,1961,
Sao Tome and Principe,STP,1961,
Suriname,SUR,1961,363.9546358
Slovak Republic,SVK,1961,
Slovenia,SVN,1961,
Sweden,SWE,1961,2288.921701
Eswatini,SWZ,1961,125.31185690000001
Sint Maarten (Dutch part),SXM,1961,
Seychelles,SYC,1961,270.2796606
Syrian Arab Republic,SYR,1961,200.1833569
Turks and Caicos Islands,TCA,1961,
Chad,TCD,1961,109.12914280000001
East Asia & Pacific (IDA & IBRD countries),TEA,1961,79.63719405
Europe & Central Asia (IDA & IBRD countries),TEC,1961,
Togo,TGO,1961,79.12013307
Thailand,THA,1961,107.4979972
Tajikistan,TJK,1961,
Turkmenistan,TKM,1961,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1961,375.9332617
Timor-Leste,TLS,1961,
Middle East & North Africa (IDA & IBRD countries),TMN,1961,
Tonga,TON,1961,
South Asia (IDA & IBRD),TSA,1961,85.94576455
Sub-Saharan Africa (IDA & IBRD countries),TSS,1961,133.54700079999998
Trinidad and Tobago,TTO,1961,676.3980498
Tunisia,TUN,1961,
Turkey,TUR,1961,283.8282742
Tuvalu,TUV,1961,
Tanzania,TZA,1961,
Uganda,UGA,1961,63.22102166
Ukraine,UKR,1961,
Upper middle income,UMC,1961,175.79295990000003
Uruguay,URY,1961,601.7032367
United States,USA,1961,3066.5628690000003
Uzbekistan,UZB,1961,
St. Vincent and the Grenadines,VCT,1961,170.37913730000002
"Venezuela, RB",VEN,1961,970.3563983999999
British Virgin Islands,VGB,1961,
Virgin Islands (U.S.),VIR,1961,
Vietnam,VNM,1961,
Vanuatu,VUT,1961,
World,WLD,1961,464.702472
Samoa,WSM,1961,
Kosovo,XKX,1961,
"Yemen, Rep.",YEM,1961,
South Africa,ZAF,1961,454.9620132
Zambia,ZMB,1961,220.04213670000001
Zimbabwe,ZWE,1961,280.82895049999996
Aruba,ABW,1962,
Afghanistan,AFG,1962,58.45801495
Angola,AGO,1962,
Albania,ALB,1962,
Andorra,AND,1962,
Arab World,ARB,1962,
United Arab Emirates,ARE,1962,
Argentina,ARG,1962,1155.89017
Armenia,ARM,1962,
American Samoa,ASM,1962,
Antigua and Barbuda,ATG,1962,
Australia,AUS,1962,1851.8418510000001
Austria,AUT,1962,1087.834243
Azerbaijan,AZE,1962,
Burundi,BDI,1962,73.43530556
Belgium,BEL,1962,1438.5232330000001
Benin,BEN,1962,94.46453498
Burkina Faso,BFA,1962,76.5206114
Bangladesh,BGD,1962,100.12211579999999
Bulgaria,BGR,1962,
Bahrain,BHR,1962,
"Bahamas, The",BHS,1962,1752.8544809999999
Bosnia and Herzegovina,BIH,1962,
Belarus,BLR,1962,
Belize,BLZ,1962,327.1268675
Bermuda,BMU,1962,2020.385965
Bolivia,BOL,1962,116.9251527
Brazil,BRA,1962,260.4256531
Barbados,BRB,1962,
Brunei Darussalam,BRN,1962,
Bhutan,BTN,1962,
Botswana,BWA,1962,68.05021904
Central African Republic,CAF,1962,80.21260829
Canada,CAN,1962,2268.5853460000003
Central Europe and the Baltics,CEB,1962,
Switzerland,CHE,1962,2131.391652
Channel Islands,CHI,1962,
Chile,CHL,1962,638.9452092
China,CHN,1962,70.90941167
Cote d'Ivoire,CIV,1962,171.1281858
Cameroon,CMR,1962,129.5441392
"Congo, Dem. Rep.",COD,1962,235.63348030000003
"Congo, Rep.",COG,1962,155.7382359
Colombia,COL,1962,289.9179627
Comoros,COM,1962,
Cabo Verde,CPV,1962,
Costa Rica,CRI,1962,334.31181430000004
Caribbean small states,CSS,1962,493.46113439999993
Cuba,CUB,1962,
Curacao,CUW,1962,
Cayman Islands,CYM,1962,
Cyprus,CYP,1962,
Czech Republic,CZE,1962,
Germany,DEU,1962,
Djibouti,DJI,1962,
Dominica,DMA,1962,
Denmark,DNK,1962,
Dominican Republic,DOM,1962,234.05162940000002
Algeria,DZA,1962,172.2459978
East Asia & Pacific (excluding high income),EAP,1962,71.22208107
Early-demographic dividend,EAR,1962,154.3080501
East Asia & Pacific,EAS,1962,148.50510380000003
Europe & Central Asia (excluding high income),ECA,1962,
Europe & Central Asia,ECS,1962,
Ecuador,ECU,1962,315.6882445
"Egypt, Arab Rep.",EGY,1962,
Euro area,EMU,1962,1106.569969
Eritrea,ERI,1962,
Spain,ESP,1962,520.2061313999999
Estonia,EST,1962,
Ethiopia,ETH,1962,
European Union,EUU,1962,1189.411759
Fragile and conflict affected situations,FCS,1962,
Finland,FIN,1962,1411.7023980000001
Fiji,FJI,1962,291.4788635
France,FRA,1962,1578.284604
Faroe Islands,FRO,1962,
"Micronesia, Fed. Sts.",FSM,1962,
Gabon,GAB,1962,357.5223632
United Kingdom,GBR,1962,1525.7758529999999
Georgia,GEO,1962,
Ghana,GHA,1962,195.4922595
Gibraltar,GIB,1962,
Guinea,GIN,1962,
"Gambia, The",GMB,1962,
Guinea-Bissau,GNB,1962,
Equatorial Guinea,GNQ,1962,34.79058136
Greece,GRC,1962,617.0577577
Grenada,GRD,1962,
Greenland,GRL,1962,
Guatemala,GTM,1962,256.16850669999997
Guam,GUM,1962,
Guyana,GUY,1962,321.54576710000003
High income,HIC,1962,1552.6327820000001
"Hong Kong SAR, China",HKG,1962,487.8211341
Honduras,HND,1962,179.8763898
Heavily indebted poor countries (HIPC),HPC,1962,114.279729
Croatia,HRV,1962,
Haiti,HTI,1962,70.13801098
Hungary,HUN,1962,
IBRD only,IBD,1962,154.9697174
IDA & IBRD total,IBT,1962,147.0229436
IDA total,IDA,1962,107.80455479999999
IDA blend,IDB,1962,107.8511808
Indonesia,IDN,1962,
IDA only,IDX,1962,111.43275849999999
Isle of Man,IMN,1962,
India,IND,1962,89.88175669
Not classified,INX,1962,
Ireland,IRL,1962,797.0062884
"Iran, Islamic Rep.",IRN,1962,203.4373167
Iraq,IRQ,1962,254.7014337
Iceland,ISL,1962,1562.23073
Israel,ISR,1962,1094.6358480000001
Italy,ITA,1962,990.2601522
Jamaica,JAM,1962,463.89023669999995
Jordan,JOR,1962,
Japan,JPN,1962,633.6403152
Kazakhstan,KAZ,1962,
Kenya,KEN,1962,100.3943906
Kyrgyz Republic,KGZ,1962,
Cambodia,KHM,1962,109.4812246
Kiribati,KIR,1962,
St. Kitts and Nevis,KNA,1962,246.09152039999998
"Korea, Rep.",KOR,1962,106.1310977
Kuwait,KWT,1962,
Latin America & Caribbean (excluding high income),LAC,1962,405.6619565
Lao PDR,LAO,1962,
Lebanon,LBN,1962,
Liberia,LBR,1962,
Libya,LBY,1962,
St. Lucia,LCA,1962,
Latin America & Caribbean,LCN,1962,425.55335819999993
Least developed countries: UN classification,LDC,1962,
Low income,LIC,1962,
Liechtenstein,LIE,1962,
Sri Lanka,LKA,1962,138.5366674
Lower middle income,LMC,1962,
Low & middle income,LMY,1962,141.6929895
Lesotho,LSO,1962,48.16180991
Late-demographic dividend,LTE,1962,161.6843559
Lithuania,LTU,1962,
Luxembourg,LUX,1962,2311.798849
Latvia,LVA,1962,
"Macao SAR, China",MAC,1962,
St. Martin (French part),MAF,1962,
Morocco,MAR,1962,181.1827374
Monaco,MCO,1962,
Moldova,MDA,1962,
Madagascar,MDG,1962,138.11984909999998
Maldives,MDV,1962,
Middle East & North Africa,MEA,1962,
Mexico,MEX,1962,378.153486
Marshall Islands,MHL,1962,
Middle income,MIC,1962,145.6431603
North Macedonia,MKD,1962,
Mali,MLI,1962,
Malta,MLT,1962,
Myanmar,MMR,1962,
Middle East & North Africa (excluding high income),MNA,1962,
Montenegro,MNE,1962,
Mongolia,MNG,1962,
Northern Mariana Islands,MNP,1962,
Mozambique,MOZ,1962,
Mauritania,MRT,1962,123.26753529999999
Mauritius,MUS,1962,
Malawi,MWI,1962,47.69843361
Malaysia,MYS,1962,230.2604613
North America,NAC,1962,3155.097538
Namibia,NAM,1962,
New Caledonia,NCL,1962,
Niger,NER,1962,148.18915990000002
Nigeria,NGA,1962,104.38701970000001
Nicaragua,NIC,1962,140.5574201
Netherlands,NLD,1962,1240.677894
Norway,NOR,1962,1667.2474300000001
Nepal,NPL,1962,55.02569946
Nauru,NRU,1962,
New Zealand,NZL,1962,2448.628633
OECD members,OED,1962,1492.627019
Oman,OMN,1962,
Other small states,OSS,1962,
Pakistan,PAK,1962,89.68636055
Panama,PAN,1962,542.3272837000001
Peru,PER,1962,305.7615316
Philippines,PHL,1962,156.70387309999998
Palau,PLW,1962,
Papua New Guinea,PNG,1962,111.60032220000001
Poland,POL,1962,
Pre-demographic dividend,PRE,1962,64.08907363
Puerto Rico,PRI,1962,854.744805
"Korea, Dem. People?s Rep.",PRK,1962,
Portugal,PRT,1962,407.8528436
Paraguay,PRY,1962,
West Bank and Gaza,PSE,1962,
Pacific island small states,PSS,1962,
Post-demographic dividend,PST,1962,1535.915376
French Polynesia,PYF,1962,
Qatar,QAT,1962,
Romania,ROU,1962,
Russian Federation,RUS,1962,
Rwanda,RWA,1962,40.94419536
South Asia,SAS,1962,89.79203737
Saudi Arabia,SAU,1962,
Sudan,SDN,1962,140.7251107
Senegal,SEN,1962,320.50125499999996
Singapore,SGP,1962,472.0858245
Solomon Islands,SLB,1962,
Sierra Leone,SLE,1962,143.4720477
El Salvador,SLV,1962,
San Marino,SMR,1962,
Somalia,SOM,1962,70.81297506
Serbia,SRB,1962,
Sub-Saharan Africa (excluding high income),SSA,1962,141.30601719999999
South Sudan,SSD,1962,
Sub-Saharan Africa,SSF,1962,141.32785780000003
Small states,SST,1962,
Sao Tome and Principe,STP,1962,
Suriname,SUR,1962,382.20437979999997
Slovak Republic,SVK,1962,
Slovenia,SVN,1962,
Sweden,SWE,1962,2468.694589
Eswatini,SWZ,1962,131.1617149
Sint Maarten (Dutch part),SXM,1962,
Seychelles,SYC,1962,287.04478839999996
Syrian Arab Republic,SYR,1962,227.7886639
Turks and Caicos Islands,TCA,1962,
Chad,TCD,1962,114.5814395
East Asia & Pacific (IDA & IBRD countries),TEA,1962,72.01938637
Europe & Central Asia (IDA & IBRD countries),TEC,1962,
Togo,TGO,1962,81.99474913
Thailand,THA,1962,113.78287720000002
Tajikistan,TJK,1962,
Turkmenistan,TKM,1962,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1962,418.5646379
Timor-Leste,TLS,1962,
Middle East & North Africa (IDA & IBRD countries),TMN,1962,
Tonga,TON,1962,
South Asia (IDA & IBRD),TSA,1962,89.79203737
Sub-Saharan Africa (IDA & IBRD countries),TSS,1962,141.32785780000003
Trinidad and Tobago,TTO,1962,704.2191544
Tunisia,TUN,1962,
Turkey,TUR,1962,309.4466672
Tuvalu,TUV,1962,
Tanzania,TZA,1962,
Uganda,UGA,1962,62.22634046
Ukraine,UKR,1962,
Upper middle income,UMC,1962,181.5364166
Uruguay,URY,1962,656.713479
United States,USA,1962,3243.8430780000003
